gpu_name,application_name,Input Size,num_of_cores,max_clock_rate,l1_cache_used,threads_number,l1_global_load_hit,l1_global_load_miss,Global Load Transactions,Global Store Transactions,L1 Global Hit Rate,L2 Hit Rate (L1 Reads),Shared Load Transactions,Shared Store Transactions,Duration
GTX-970,matMul_gpu_sharedmem,2816,3072,1076,0,7929856,0,0,697827328,991232,0,129.825434,1046740992,87228416,0.087888
GTX-970,matMul_gpu_sharedmem,3072,3072,1076,0,9437184,0,0,905969664,1179648,0,131.789994,1358954496,113246208,0.113886
GTX-970,matMul_gpu_sharedmem,3328,3072,1076,0,11075584,0,0,1151860736,1384448,0,129.201122,1727791104,143982592,0.145067
GTX-970,matMul_gpu_sharedmem,3584,3072,1076,0,12845056,0,0,1438646272,1605632,0,128.350037,2157969408,179830784,0.173402
GTX-970,matMul_gpu_sharedmem,3840,3072,1076,0,14745600,0,0,1769472000,1843200,0,127.701506,2654208000,221184000,0.223274
GTX-970,matMul_gpu_sharedmem,4096,3072,1076,0,16777216,0,0,2147483648,2097152,0,129.611908,3221225473,268435457,0.264443
GTX-970,matMul_gpu_sharedmem,4352,3072,1076,0,18939904,0,0,2575826944,2367488,0,128.858603,3863740416,321978368,0.314124
GTX-970,matMul_gpu_sharedmem,4608,3072,1076,0,21233664,0,0,3057647616,2654208,0,127.841304,4586471424,382205952,0.361963
GTX-970,matMul_gpu_sharedmem,4864,3072,1076,0,23658496,0,0,3596091392,2957312,0,127.110882,5394137088,449511424,0.415015
GTX-970,matMul_gpu_sharedmem,5120,3072,1076,0,26214400,0,0,4194304000,3276800,0,127.648768,6291456000,524288000,0.493033
GTX-970,matMul_gpu_sharedmem,5376,3072,1076,0,28901376,0,0,4855431168,3612672,0,127.470544,7283146752,606928896,0.568526
GTX-970,matMul_gpu_sharedmem,5632,3072,1076,0,31719424,0,0,5582618624,3964928,0,125.42406,8373927936,697827328,0.64832
GTX-970,matMul_gpu_sharedmem,5888,3072,1076,0,34668544,0,0,6379012096,4333568,0,124.629109,9568518144,797376512,0.731088
GTX-970,matMul_gpu_sharedmem,6144,3072,1076,0,37748736,0,0,7247757312,4718592,0,126.109044,10871635968,905969664,0.817643
GTX-970,matMul_gpu_sharedmem,6400,3072,1076,0,40960000,0,0,8192000000,5120000,0,124.207004,12288000000,1024000000,0.937916
GTX-970,matMul_gpu_sharedmem,6656,3072,1076,0,44302336,0,0,9214885888,5537792,0,124.025949,13822328832,1151860736,1.048764
GTX-970,matMul_gpu_sharedmem,6912,3072,1076,0,47775744,0,0,10319560704,5971968,0,124.793175,15479341056,1289945088,1.172356
GTX-970,matMul_gpu_sharedmem,7168,3072,1076,0,51380224,0,0,11509170176,6422528,0,124.585766,17263755264,1438646272,1.309606
GTX-970,matMul_gpu_sharedmem,7424,3072,1076,0,55115776,0,0,12786860032,6889472,0,125.706393,19180290048,1598357504,1.451789
GTX-970,matMul_gpu_sharedmem,7680,3072,1076,0,58982400,0,0,14155776000,7372800,0,124.269829,21233664000,1769472000,1.614205
GTX-970,matMul_gpu_sharedmem,7936,3072,1076,0,62980096,0,0,15619063808,7872512,0,125.495118,23428595712,1952382976,1.764838
GTX-970,matMul_gpu_sharedmem,8192,3072,1076,0,67108864,0,0,17179869184,8388608,0,125.257903,25769803776,2147483648,1.919519
GTX-750,matMul_gpu,128,512,1110,0,16384,0,0,786432,2048,0,66.666667,0,0,0.000085141
GTX-750,matMul_gpu,256,512,1110,0,65536,0,0,6291456,8192,0,66.666667,0,0,0.000644526
GTX-750,matMul_gpu,512,512,1110,0,262144,0,0,50331648,32768,0,66.666667,0,0,0.005081656
GTX-750,matMul_gpu,1024,512,1110,0,1048576,0,0,402653184,131072,0,66.666667,0,0,0.040731
GTX-750,matMul_gpu,2048,512,1110,0,4194304,0,0,3221225472,524288,0,66.666667,0,0,0.317593
GTX-750,matMul_gpu,4096,512,1110,0,16777216,0,0,25769803776,2097152,0,66.666667,0,0,2.363777
GTX-750,matMul_gpu_sharedmem_uncoalesced,128,512,1110,0,16384,0,0,262144,16384,0,50,327680,65536,0.000088661
GTX-750,matMul_gpu_sharedmem_uncoalesced,256,512,1110,0,65536,0,0,2097152,65536,0,50,2621440,524288,0.00068852
GTX-750,matMul_gpu_sharedmem_uncoalesced,512,512,1110,0,262144,0,0,16777216,262144,0,50,20971520,4194304,0.005459303
GTX-750,matMul_gpu_sharedmem_uncoalesced,1024,512,1110,0,1048576,0,0,134217728,1048576,0,50,167772160,33554432,0.04366
GTX-750,matMul_gpu_sharedmem_uncoalesced,2048,512,1110,0,4194304,0,0,1073741824,4194304,0,50,1342177280,268435456,0.370284
GTX-750,matMul_gpu_sharedmem_uncoalesced,4096,512,1110,0,16777216,0,0,8589934592,16777216,0,50,10737418240,2147483648,2.786101
GTX-750,matMul_gpu_uncoalesced,128,512,1110,0,16384,0,0,2359296,16384,0,52.777778,0,0,0.000275613
GTX-750,matMul_gpu_uncoalesced,256,512,1110,0,65536,0,0,18874368,65536,0,52.777778,0,0,0.002091671
GTX-750,matMul_gpu_uncoalesced,512,512,1110,0,262144,0,0,150994944,262144,0,52.777778,0,0,0.016723
GTX-750,matMul_gpu_uncoalesced,1024,512,1110,0,1048576,0,0,1207959552,1048576,0,52.777778,0,0,0.134998
GTX-750,matMul_gpu_uncoalesced,2048,512,1110,0,4194304,0,0,9663676416,4194304,0,52.777778,0,0,1.069834
GTX-750,matMul_gpu_sharedmem,128,512,1110,0,16384,0,0,65536,2048,0,50,98304,8192,0.000028796
GTX-750,matMul_gpu_sharedmem,256,512,1110,0,65536,0,0,524288,8192,0,50,786432,65536,0.000210629
GTX-750,matMul_gpu_sharedmem,512,512,1110,0,262144,0,0,4194304,32768,0,50,6291456,524288,0.001653613
GTX-750,matMul_gpu_sharedmem,1024,512,1110,0,1048576,0,0,33554432,131072,0,50,50331648,4194304,0.013191
GTX-750,matMul_gpu_sharedmem,2048,512,1110,0,4194304,0,0,268435456,524288,0,50,402653184,33554432,0.105445
GTX-750,matMul_gpu_sharedmem,4096,512,1110,0,16777216,0,0,2147483648,2097152,0,50,3221225472,268435456,0.848206
GTX-750,matMul_gpu_sharedmem,8192,512,1110,0,67108864,0,0,17179869184,8388608,0,50,25769803776,2147483648,6.802302
